Class Level1|Class Level2|Product Family|Product Number|Product Description|Manufacturer|Manufacturer Product Number|Minimum Order Quantity|Multiple Order Quantity|List Price|HCPC|RXTYPE|Most Popular|Focus 600|Latex Free|Base UoM|Sales UoM|Case Packaging|HCPC Documents|HRE Documents|LRE Documents|MSD Sheets|Marketing Documents|Primary Documents|Videos|Detailed Product Description|Product Web Description|Corp Designation|Product Division|Substitute Material 1|Substitution Code 1|Substitute Material 2|Substitution Code 2|Substitute Material 3|Substitution Code 3|EAN/UPC Code|EAN Category|Dimensions|Gross Weight|Unit Weight|Parent Material|																					
Surgical Instruments & Sterilization|Surgical Instruments|Centurion Curved Metzenbaum Scissors|66365|SCISSOR	METZENBAUM	CURV (MBS141) ST|CENTURION|66365|0.000EA|1.000CS|167.78 ||||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/663/66365_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/663/66365_PRI01.JPG|||<ul><li> Metzenbaum scissors have a relatively long shank-to-blade ratio and are designed for cutting delicate tissueand blunt dissection<br /></li><li> High-quality	 single-use Centurion instrument is made of stainless steel andprecision crafted to match the performance and feel of reusables<br /></li><li> Many Centurion instrumentsqualify for our money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.094LB	 0.004CF PER CS|0.094 |LB|66365             |																	
Surgical Instruments & Sterilization|Surgical Instruments|Centurion SnagFree Webster NeedleHolder|66375|NEEDLEHOLDER	 SATIN (FN6060S) STERILE|CENTURION|66375|0.000EA|1.000CS|258.11 ||||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/663/66375_HRE01.JPG	http://www.medline.com/media/catalog/sku/663/66375_HRE04.JPG	http://www.medline.com/media/catalog/sku/663/66375_HRE03.JPG	http://www.medline.com/media/catalog/sku/663/66375_HRE02.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/663/66375_PRI02.JPG|||<ul><li> Snag-Free needle holders feature a proprietary hinge design that helps prevent sutures from catching<br/></li><li> Hand-tested on a size 6-0 suture for quality and consistency<br /></li><li>High-quality	 single-use Centurion instruments are made of stainless steel and precision crafted to match the performance and feelof reusables<br /></li><li> Lil' Tips instruments (see individual item description) are specifically designedwith super fine tips for the most delicate surgical procedures<br /></li><li> Many Centurion instruments qualifyfor Medline's money-saving recycling program; contact your sales rep for details</li></ul>||20|||||||||0.096LB	 0.008CF PER CS|0.096 |LB|66375             |															
Surgical Instruments & Sterilization|Surgical Instruments|Centurion Crile Forceps|66395|FORCEP	 CURV CRILE (CF81810) ST|CENTURION|66395|0.000EA|1.000CS|181.38 ||||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/663/66395_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/663/66395_PRI01.JPG|||<ul><li> Hemostat with horizontal serrations that run the entire length of the jaw are used to clamp blood vessels ortissue<br /></li><li> Ratchet locking mechanism helps provide a tight hold<br /></li><li>High-quality	 single-use Centurion instrument is made of stainless steel and precision crafted to match the performance and feel ofreusables<br /></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact yoursales rep for details</li></ul>||20|||||||||0.115LB	 0.007CF PER CS|0.115 |LB|66395             |																		
Surgical Instruments & Sterilization|Surgical Instruments|Centurion Crile Forceps|66400|FORCEP	 STRT CRILE (CF81800) ST|CENTURION|66400|0.000EA|1.000CS|166.58 ||||||EA|CS|20 Each / Case 	 1 box / Case||http://www.medline.com/media/catalog/sku/664/66400_HRE03.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/664/66400_PRI02.JPG|||<ul><li> Hemostat with horizontal serrations that run the entire length of the jaw are used to clamp blood vessels ortissue<br /></li><li> Ratchet locking mechanism helps provide a tight hold<br /></li><li>High-quality	 single-use Centurion instrument is made of stainless steel and precision crafted to match the performance and feel ofreusables<br /></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact yoursales rep for details</li></ul>||20|||||||||0.121LB	 0.007CF PER CS|0.121 |LB|66400             |																	
Nursing Supplies & Patient Care|Disposable Instruments|Sterile Lucae Forceps|66415|FORCEP	 LUCAE (BF212) ST|CENTURION|66415|0.000EA|1.000CS|165.44 ||RV|||Yes|EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/664/66415_HRE04.JPG	http://www.medline.com/media/catalog/sku/664/66415_HRE03.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/664/66415_PRI03.JPG|||<ul><li> Forceps with an offset bayonet handle are commonly used in ENT procedures<br /></li><li>High-quality	 single-use Centurion instrument is made of stainless steel and precision crafted to match the performance and feel ofreusables<br /></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact yoursales rep for details</li></ul>||20|||||||||0.062LB	 0.005CF PER CS|0.062 |LB|66415             |																	
Nursing Supplies & Patient Care|Disposable Instruments|Centurion Sponge Forceps|66420|FORCEP	 PLASTIC SPONGE (AL553) ST|CENTURION|66420|0.000EA|1.000CS|388.51 ||||||EA|CS|50 Each / Case||http://www.medline.com/media/catalog/sku/664/66420_HRE02.JPG	http://www.medline.com/media/catalog/sku/664/66420_HRE01.JPG||||http://www.medline.com/media/catalog/sku/664/66420_PRI01.JPG|||<ul><li> Finger ring forceps with serrated fenestrated oval tips are commonly used in surgical procedures to holdgauze<br /></li><li> Ratcheted locking mechanism helps securely hold the gauze<br /></li><li>High-quality	 single-use Centurion instrument is precision crafted to match the performance and feel of reusables<br/></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact your sales rep fordetails</li></ul>||20|||||||||0.106LB	 0.018CF PER CS|0.106 |LB|66420             |																	
Surgical Instruments & Sterilization|Surgical Instruments|Diamond Serr Mayo-Hegar Needle Holders|66430|NEEDLEHOLDER	 6" SF MAYO	 STERILE|CENTURION|66430|0.000EA|1.000CS|167.60 ||RV|||Yes|EA|CS|20 Each / Case|||||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/664/66430_PRI03.JPG|||<ul><li> SnagFree needle holders' hinge design prevents sutures from catching<br /></li><li> Createsmooth	 hassle-free suturing experience<br /></li><li> Disposable<br /></li><li> Individuallyhand-tested on 6-0 sutures for guaranteed quality and consistency</li></ul>||20|||||||||0.116LB	 0.008CF PER CS|0.116 |LB|66430             |																	
Surgical Instruments & Sterilization|Surgical Instruments|Centurion Adson Tissue Forceps|66440|FORCEP	 SATIN  W/TEETH (AF058S) ST|CENTURION|66440|0.000EA|1.000CS|105.91 ||||||EA|CS|20 Each / Case 	 1 box / Case||http://www.medline.com/media/catalog/sku/664/66440_HRE02.JPG	http://www.medline.com/media/catalog/sku/664/66440_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/664/66440_PRI01.JPG|||<ul><li> Thumb forceps are designed for holding and manipulating delicate tissue<br /></li><li>High-quality	 single-use Centurion instrument is made of stainless steel and precision crafted to match the performance and feel ofreusables<br /></li><li> Lil' Tips instruments (see individual item description) are specifically designed withsuper fine tips for the most delicate surgery procedures<br /></li><li> Many Centurion instruments qualify forour money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.064LB	 0.005CF PER CS|0.064 |LB|66440             |																
Surgical Instruments & Sterilization|Surgical Instruments|Centurion Mosquito Forceps|66445|FORCEPS	CURV SATIN HEMOSTAT (MHS103S)|CENTURION|66445|0.000EA|1.000BX|147.98 ||||||EA|BX|20 Each / box 	 1 Case / box||http://www.medline.com/media/catalog/sku/664/66445_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/664/66445_PRI01.JPG|||<ul><li> Mosquito forceps are used as a hemostat for small blood vessels<br /></li><li> Ratcheted	finger ring handle provides a secure	 locking grip to halt blood flow<br /></li><li> High-quality	 single-useCenturion instrument is made of stainless steel and precision crafted to match the performance and feel of reusables<br/></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact your sales rep fordetails</li></ul>||20|||||||||0.080LB	 0.004CF PER BX|0.080 |LB|66445             |															
Nursing Supplies & Patient Care|Disposable Instruments|Centurion Iris Scissors|66450|SCISSOR	 IRIS	 SATIN (IS163S) STERILE|CENTURION|66450|0.000EA|1.000CS|112.31 ||||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/664/66450_HRE01.JPG	http://www.medline.com/media/catalog/sku/664/66450_HRE03.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/664/66450_PRI02.JPG|||<ul><li> Multipurpose scissors have sharp tips that make them useful in a range of procedures and care settings<br/></li><li> Smaller profile affords the clinician more precision and accuracy<br /></li><li>High-quality	 single-use Centurion instrument is made of stainless steel and precision crafted to match the performance and feel ofreusables<br /></li><li> Lil' Tips instruments (see individual item description) are specifically designed withsuper fine tips for the most delicate surgery procedures<br /></li><li> Many Centurion instruments qualify forour money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.071LB	 0.004CF PER CS|0.071 |LB|66450             |																
Surgical Instruments & Sterilization|Surgical Instruments|Centurion Adson Tissue Forceps|66455|FORCEP	 ADSON BROWN (2347B) ST|CENTURION|66455|0.000EA|1.000CS|153.82 ||||||EA|CS|20 Each / Case|||||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/664/66455_PRI01.JPG|||<ul><li> Thumb forceps are designed for holding and manipulating delicate tissue<br /></li><li>High-quality	 single-use Centurion instrument is made of stainless steel and precision crafted to match the performance and feel ofreusables<br /></li><li> Lil' Tips instruments (see individual item description) are specifically designed withsuper fine tips for the most delicate surgery procedures<br /></li><li> Many Centurion instruments qualify forour money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.072LB	 0.002CF PER CS|0.072 |LB|66455             |																		
Nursing Supplies & Patient Care|Disposable Instruments|Centurion Iris Scissors|66465|SCISSOR	 IRIS	 SATIN CRVD (IC164S) STER|CENTURION|66465|0.000EA|1.000CS|104.24 ||||||EA|CS|20 Each / Case 	 1 box / Case||http://www.medline.com/media/catalog/sku/664/66465_HRE09.JPG	http://www.medline.com/media/catalog/sku/664/66465_HRE08.JPG	http://www.medline.com/media/catalog/sku/664/66465_HRE07.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/664/66465_PRI05.JPG|||<ul><li> Multipurpose scissors have sharp tips that make them useful in a range of procedures and care settings<br/></li><li> Smaller profile affords the clinician more precision and accuracy<br /></li><li>High-quality	 single-use Centurion instrument is made of stainless steel and precision crafted to match the performance and feel ofreusables<br /></li><li> Lil' Tips instruments (see individual item description) are specifically designed withsuper fine tips for the most delicate surgery procedures<br /></li><li> Many Centurion instruments qualify forour money-saving Recycling Program; contact your sales rep for details</li></ul>||20|||||||||0.065LB	 0.004CF PER CS|0.065 |LB|66465             |														
Surgical Instruments & Sterilization|Surgical Instruments|Centurion SnagFree Webster NeedleHolder|66470|NEEDLEHOLDER	 6" FACIAL (FN7070S) STER|CENTURION|66470|0.000EA|1.000CS|201.53 |NO CODE - PRODUCT DOES NOT MEET HCPCS SPECIFICATIONS|||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/664/66470_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/664/66470_PRI01.JPG|||<ul><li> Snag-Free needle holders feature a proprietary hinge design that helps prevent sutures from catching<br/></li><li> Hand-tested on a size 6-0 suture for quality and consistency<br /></li><li>High-quality	 single-use Centurion instruments are made of stainless steel and precision crafted to match the performance and feelof reusables<br /></li><li> Lil' Tips instruments (see individual item description) are specifically designedwith super fine tips for the most delicate surgical procedures<br /></li><li> Many Centurion instruments qualifyfor Medline's money-saving recycling program; contact your sales rep for details</li></ul>||20|||||||||0.106LB	 0.007CF PER CS|0.106 |LB|66470             |																		
Surgical Instruments & Sterilization|Surgical Instruments|Centurion Mosquito Forceps|66485|FORCEP	HEMOSTAT STRT SATIN (MHS102S) ST|CENTURION|66485|0.000EA|1.000CS|168.64 ||||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/664/66485_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/664/66485_PRI01.JPG|||<ul><li> Mosquito forceps are used as a hemostat for small blood vessels<br /></li><li> Ratcheted	finger ring handle provides a secure	 locking grip to halt blood flow<br /></li><li> High-quality	 single-useCenturion instrument is made of stainless steel and precision crafted to match the performance and feel of reusables<br/></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact your sales rep fordetails</li></ul>||20|||||||||0.086LB	 0.004CF PER CS|0.086 |LB|66485             |																
Surgical Instruments & Sterilization|Surgical Instruments|Lucae Bayonet Forceps|66490|FORCEP	 BAYONET (25695) ST	 STERILE|CENTURION|66490|0.000EA|1.000CS|191.38 ||||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/664/66490_HRE01.JPG	http://www.medline.com/media/catalog/sku/664/66490_HRE02.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/664/66490_PRI02.JPG|||<ul><li> Forceps have a bayonet handle for better site visibility<br /></li><li> High-quality	single-use Centurion instrument is made of stainless steel and precision crafted to match the performance and feel ofreusables<br /></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact yoursales rep for details</li></ul>||20|||||||||0.080LB	 0.007CF PER CS|0.080 |LB|66490             |																
Surgical Instruments & Sterilization|Surgical Instruments|Sterile Probe|66495|PROBE	STERILE (P618)|CENTURION|66495|0.000EA|1.000CS|94.98 ||||||EA|CS|20 Each / Case|||||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/664/66495_PRI01.JPG|||<ul><li> Slender tool is used for surgical exploration<br /></li><li> High-quality	 single-useCenturion instrument is made of stainless steel and precision crafted to match the performance and feel of reusables<br/></li><li> Many Centurion instruments qualify for our money-saving Recycling Program; contact your sales rep fordetails</li></ul>||20|||||||||0.032LB	 0.007CF PER CS|0.032 |LB|66495             |																		
Surgical Instruments & Sterilization|Surgical Instruments|Centurion SnagFree Webster NeedleHolder|66500|NEEDLEHOLDER	 WEBSTER	 STERILE (WN8080S)|CENTURION|66500|0.000EA|1.000CS|283.33 ||||||EA|CS|20 Each / Case||http://www.medline.com/media/catalog/sku/665/66500_HRE01.JPG|||http://www.medline.com/media/catalog/Docs/MKT/LIT929R_CAT_Centurion_Instruments_19.pdf|http://www.medline.com/media/catalog/sku/665/66500_PRI01.JPG|||<ul><li> Snag-Free needle holders feature a proprietary hinge design that helps prevent sutures from catching<br/></li><li> Hand-tested on a size 6-0 suture for quality and consistency<br /></li><li>High-quality	 single-use Centurion instruments are made of stainless steel and precision crafted to match the performance and feelof reusables<br /></li><li> Lil' Tips instruments (see individual item description) are specifically designedwith super fine tips for the most delicate surgical procedures<br /></li><li> Many Centurion instruments qualifyfor Medline's money-saving recycling program; contact your sales rep for details</li></ul>||20|||||||||0.102LB	 0.007CF PER CS|0.102 |LB|66500             |																	
